OrderID,CustomerID,SKU,Description,OrderDate,State
96,7209,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-25 21:09:39,Georgia
97,724,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-22 12:18:53,Illinois
98,3911,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-13 07:49:28,Oregon
99,6957,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-16 06:18:43,Nevada
100,4785,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-04 21:39:30,Arizona
101,6284,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-25 04:17:30,Missouri
102,4801,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-02 03:30:00,New Hampshire
103,2319,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-19 13:58:40,Arizona
104,6158,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-13 22:31:11,New York
105,778,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-07 15:55:28,Mississippi
106,5116,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-06 08:18:32,Oregon
107,999,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-08 15:28:30,Utah
108,2524,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-15 17:48:59,Nevada
109,4066,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-28 18:47:17,Minnesota
110,560,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-05 07:14:15,Massachusetts
111,6209,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-12 19:25:33,Washington
112,2033,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-16 03:56:52,Oregon
113,2044,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-30 10:58:21,New Jersey
114,5237,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-21 10:40:49,Alabama
115,6319,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-31 04:33:20,Arizona
116,4070,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-14 08:35:46,Michigan
117,5055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-01 02:13:01,Arkansas
118,3783,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-12 21:07:40,Connecticut
119,1046,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-15 06:02:40,Alabama
120,160,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-29 00:56:03,South Dakota
121,6446,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-03 05:07:24,North Carolina
122,6324,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-15 06:58:26,Arizona
123,5270,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-19 03:48:22,Connecticut
124,4657,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-28 23:32:00,Michigan
125,2241,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-16 02:31:23,Florida
126,4735,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-08 02:36:35,Wisconsin
127,3964,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-24 03:22:55,Oregon
128,6931,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-12 02:21:11,Illinois
129,7009,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-13 22:13:21,Michigan
130,5970,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-04 06:17:03,Minnesota
131,931,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-06 08:39:46,Connecticut
132,719,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-03 22:18:00,Wisconsin
133,3324,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-02 08:13:56,South Dakota
134,7055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-11 19:51:01,Ohio
135,3860,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-25 18:26:45,Maryland
136,2695,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-12 20:56:00,Kentucky
137,5518,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-14 01:40:16,Kentucky
138,2131,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-18 18:41:02,Wisconsin
139,3568,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-26 02:36:07,Colorado
140,447,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-24 10:30:02,New Jersey
141,2977,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-29 04:04:22,Arizona
142,7343,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-04 23:47:31,New Jersey
143,6402,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-09 18:45:05,North Carolina
144,207,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-04 02:07:18,Kansas
145,2838,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-04 12:42:15,New Mexico
146,5621,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-14 20:12:56,Wisconsin
147,491,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-16 15:23:31,Ohio
148,1134,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-12 09:44:03,Rhode Island
149,7373,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-29 13:31:39,South Carolina
150,1898,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-10 08:08:41,Massachusetts
151,3005,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-01 15:46:33,Nebraska
152,6359,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-22 01:04:26,North Dakota
153,3692,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-28 14:50:00,New Mexico
154,4305,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-21 13:34:36,California
155,5031,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-12 12:53:36,Massachusetts
156,3582,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-08 23:15:34,Oregon
157,7248,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-31 15:56:50,Georgia
158,4900,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-19 08:01:02,Mississippi
159,6251,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-22 03:33:00,Missouri
160,2148,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-02 04:01:12,Missouri
161,7072,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-08 00:51:25,Ohio
162,7211,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-10 10:16:34,Georgia
163,3630,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-15 20:07:04,Wisconsin
164,4733,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-09 15:36:41,Maine
165,3596,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-24 04:34:38,Louisiana
166,3310,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-07 21:00:01,Texas
167,6902,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-11 08:18:35,Illinois
168,2876,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-06 13:38:03,Idaho
169,4232,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-04 17:41:28,California
170,116,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-17 03:34:47,New Mexico
171,3334,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-09 08:26:44,Tennessee
172,6485,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-23 14:36:12,Maryland
173,68,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-14 22:37:00,Indiana
174,4685,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-12 12:40:58,New York
175,4369,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-07 07:08:33,Iowa
176,5714,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-13 20:17:34,Iowa
177,97,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-30 14:26:31,New York
178,2845,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-25 21:05:18,New York
179,4358,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-23 09:06:30,Illinois
180,3772,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-16 20:56:17,Nebraska
181,923,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-25 07:28:24,Mississippi
182,1447,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-13 12:50:31,Oregon
183,855,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-28 08:16:21,South Carolina
184,3266,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-22 13:38:51,Montana
185,3543,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-26 02:26:48,North Carolina
186,2969,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-24 23:38:57,Washington
187,2199,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-26 05:31:27,Hawaii
188,4655,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-17 07:49:56,South Dakota
189,896,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-02 10:34:33,Arizona
190,3600,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-12 18:44:07,Wyoming
191,739,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-02 05:31:55,New York
192,2762,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-12 10:22:55,North Carolina
193,5200,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-18 16:01:22,West Virginia
194,897,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-22 05:56:21,Utah
195,2195,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-01 15:59:27,Iowa
196,192,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-01 20:54:07,Minnesota
197,5282,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-12 14:39:43,Connecticut
198,2203,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-27 10:09:55,Michigan
199,3522,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-03 21:54:21,Massachusetts
200,1043,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-26 04:20:00,New Hampshire
201,4822,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-16 21:58:12,Washington
202,3474,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-06 20:05:44,Georgia
203,2448,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-07 15:18:32,North Dakota
204,5586,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-14 05:01:45,Montana
205,743,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-21 14:07:22,Arkansas
206,5978,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-06 04:49:22,Minnesota
207,280,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-21 15:41:42,Florida
208,2065,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-04 12:53:29,Iowa
209,935,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-15 11:22:56,Washington
210,1303,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-12 00:00:09,Colorado
211,7144,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-08 09:25:58,Kansas
212,4214,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-17 04:35:09,West Virginia
213,5111,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-04 23:19:31,Oregon
214,2644,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-21 07:11:09,Arkansas
215,4144,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-01 03:29:26,Washington
216,3384,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-22 06:49:50,Hawaii
217,2616,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-02 10:13:41,Vermont
218,3117,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-09 07:51:37,Montana
219,7169,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-22 15:33:51,Nebraska
220,5454,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-29 21:43:23,Delaware
221,4542,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-27 06:40:09,New Hampshire
222,2516,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-09 18:59:45,Indiana
223,5245,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-16 19:56:55,Alabama
224,7052,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-15 11:57:45,Ohio
225,2446,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-21 06:40:05,West Virginia
226,6130,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-05 11:54:47,Hawaii
227,5682,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-11 13:08:19,New Mexico
228,6091,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-26 01:43:58,Vermont
229,4333,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-09 15:59:00,South Dakota
230,2024,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-12 07:20:55,Illinois
231,4864,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-07 13:27:53,Mississippi
232,4768,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-01 17:34:13,Washington
233,5518,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-22 13:06:43,Kentucky
234,1549,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-21 15:47:42,Connecticut
235,7189,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-29 08:52:44,Nebraska
236,1338,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-12 04:06:58,Oklahoma
237,463,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-01 09:45:09,New Hampshire
238,420,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-24 13:27:06,New York
239,368,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-27 08:47:26,Missouri
240,5626,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-06 09:05:27,Wisconsin
241,4882,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-02 09:50:34,Alabama
242,2321,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-06 07:31:03,Maryland
243,2640,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-01 22:35:02,Nebraska
244,5842,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-19 19:30:41,Indiana
245,960,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-26 05:37:24,Nevada
246,5902,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-11 07:57:08,Louisiana
247,5813,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-02 06:52:37,Indiana
248,1306,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-15 07:52:18,Indiana
249,5352,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-13 03:21:43,Mississippi
250,2168,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-11 23:13:27,Tennessee
251,5074,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-08 04:46:20,Arkansas
252,787,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-15 09:22:12,New Jersey
253,6670,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-12 04:44:06,California
254,1850,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-05 15:05:48,Texas
255,392,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-17 15:28:20,South Carolina
256,3434,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-21 18:16:39,Maryland
257,2867,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-07 23:00:30,North Carolina
258,4200,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-31 19:05:02,Texas
259,2390,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-11 03:14:36,Texas
260,5935,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-11 23:08:50,Louisiana
261,3562,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-04 07:06:14,California
262,633,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-13 07:53:01,Illinois
263,2146,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-30 02:11:56,Massachusetts
264,5010,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-18 19:46:15,Massachusetts
265,5468,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-15 15:22:23,Delaware
266,3062,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-19 19:56:35,Missouri
267,4390,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-26 22:02:47,Arizona
268,5568,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-02 03:32:56,Montana
269,5264,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-12 01:39:30,Connecticut
270,2676,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-17 02:38:10,North Carolina
271,3691,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-21 19:56:29,California
272,1886,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-25 05:58:03,North Carolina
273,5354,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-31 15:38:00,Mississippi
274,2213,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-29 21:10:37,Colorado
275,2417,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-05 19:11:58,Alabama
276,4589,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-15 22:34:08,Colorado
277,4190,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-01 17:28:57,Maryland
278,5244,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-12 15:08:39,Alabama
